id,Address,Response_Address,Response_X,Response_Y,title,hotview,region
267,台北市-中正區 羅斯福路四段X號1樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,S ㊣台大公館捷運商圈難得釋出漂亮金店,77 人,中正區
268,台北市-大安區 安和路二段X號1樓,臺北市大安區通安里6鄰安和路二段51之1號,121.552583,25.031251,▲信義安和人文匯聚商圈面寬5米質感金店,76 人,大安區
269,台北市-中正區 羅斯福路四段X號3樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,B 公館商圈 3F 大招牌 賺錢店面,53 人,中正區
270,台北市-內湖區 成功路三段X號2樓,臺北市內湖區紫星里28鄰成功路三段69之1號,121.590244,25.07776,S 近內湖捷運 大坪數適百業,60 人,內湖區
271,台北市-大安區 安和路二段X號1樓,臺北市大安區通安里6鄰安和路二段51之1號,121.552583,25.031251,▲信義安和人文匯聚商圈面寬6米5質感金店,80 人,大安區
272,台北市-大安區 和平東路三段X號1樓,臺北市大安區虎嘯里1鄰和平東路三段46之2號,121.547798,25.024482,A 和平東路三段VS敦化南路二段商圈店辦,82 人,大安區
273,台北市-信義區 永吉路278巷X號1樓,臺北市信義區五全里7鄰永吉路278巷2之1號,121.574072,25.045126,D 捷運永春愛買商圈 7米大面寬金店面,52 人,信義區
274,台北市-文山區 羅斯福路六段X號B1樓,臺北市文山區萬隆里15鄰羅斯福路六段6之1號,121.539351,25.000381,▲捷運景美站旁熱鬧$$潮商圈金店,57 人,文山區
275,台北市-大安區 復興南路一段X號1樓,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,J 忠孝復興搶手金店,63 人,大安區
276,台北市-松山區 八德路三段X號2樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,B 八德商圈 可掛招牌 2F大空間,66 人,松山區
277,台北市-大安區 復興南路二段X號1樓,臺北市大安區住安里1鄰復興南路二段11之1號,121.543792,25.032595,S 面寬5米5 招牌醒目 漂亮金店,86 人,大安區
278,台北市-文山區 景美街X號1樓,臺北市文山區景華里3鄰景美街1之1號,121.541724,24.994322,S 景美商圈燙金熱鬧店面,58 人,文山區
279,台北市-大安區 和平東路三段X號1樓,臺北市大安區虎嘯里1鄰和平東路三段46之2號,121.547798,25.024482,S 大面寬金店近敦化南路$適百業$,83 人,大安區
280,台北市-大安區 信義路二段X號,臺北市中正區文祥里3鄰信義路二段1之1號,121.524658,25.035516,@  東門捷運永康商圈大面寬黃金店面,78 人,大安區
281,台北市-中正區 永綏街X號1樓,臺北市中正區光復里9鄰永綏街2號,121.511271,25.042995,#NAME?,71 人,中正區
282,台北市-松山區 八德路三段X號1樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,#NAME?,69 人,松山區
283,台北市-松山區 南京東路三段X號1樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,#NAME?,71 人,松山區
284,台北市-松山區 光復南路X之X號1樓,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,S 八德光復金店面,55 人,松山區
285,台北市-南港區 永吉路X號1樓,臺北市信義區雅祥里7鄰永吉路21之1號,121.568165,25.045872,:) 五分埔商圈人潮錢潮1樓+B1金店面,97 人,南港區
286,台北市-中山區 復興南路一段X號1樓,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,#NAME?,91 人,中山區
287,台北市-大安區 市民大道四段X號1樓,Incorrect syntax near 'WHERE'.,,,N 正市民大道商圈 人潮金店面,66 人,大安區
288,台北市-萬華區 西寧南路X號6樓,臺北市萬華區福星里6鄰西寧南路6之1號,121.507142,25.047498,:) 西門町大坪數金店面,72 人,萬華區
289,台北市-信義區 中坡北路X號1樓,臺北市信義區永春里4鄰中坡北路1號,121.580841,25.044275,S 五分埔商圈 高質感 吸睛 金店面,61 人,信義區
290,台北市-中山區 敬業一路X號1樓,臺北市中山區成功里12鄰敬業一路139之1號,121.551875,25.084088,S 美麗華商圈面寬店,67 人,中山區
291,台北市-松山區 南京東路三段X號10樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,@  南京東小巨蛋商圈商業大樓,57 人,松山區
292,台北市-中山區 合江街X號,臺北市中山區朱馥里2鄰合江街18之1號,121.538983,25.055108,* 台北大學商圈 1樓金店辦,87 人,中山區
293,台北市-大同區 鄭州路X之X號,臺北市大同區建明里14鄰鄭州路3之1號,121.515833,25.049103,:) 北門捷運站優質店面,93 人,大同區
294,台北市-內湖區 明水路X號B1樓,臺北市中山區劍潭里7鄰明水路325之1號,121.54156,25.078606,! 大直豪宅區 搶手B1大空間,55 人,內湖區
295,台北市-大同區 重慶北路一段X號1樓,臺北市大同區建明里15鄰重慶北路一段1之1號,121.51395,25.049488,S 重慶北路 後站商圈 優質店面,78 人,大同區
296,台北市-大安區 建國南路二段X號,臺北市大安區龍圖里2鄰建國南路二段3之1號,121.538203,25.033078,** 大安森林公園旁 漂亮店面 稀有釋出,53 人,大安區
297,台北市-信義區 忠孝東路五段X號1樓,臺北市信義區興雅里1鄰忠孝東路五段1之10號,121.565242,25.041292,S 永春捷運站大坪數人潮店,95 人,信義區
298,台北市-大安區 敦化南路一段X號,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,#NAME?,72 人,大安區
299,台北市-大安區 大安路一段X號,臺北市大安區光武里17鄰大安路一段2之1號,121.546008,25.044847,S 東區SOGO商圈精品店,66 人,大安區
300,台北市-大同區 重慶北路二段X號1樓,臺北市大同區朝陽里13鄰重慶北路二段20之1號,121.514099,25.054675,S 重慶北路上近圓環 車潮多 超優質店面,69 人,大同區
301,台北市-松山區 八德路二段X號1樓,臺北市大安區民輝里19鄰八德路二段1之1號,121.533245,25.04458,S 台安醫院旁 優質金店面,78 人,松山區
302,台北市-松山區 南京東路五段X號2樓,臺北市松山區吉祥里18鄰南京東路五段2之1號,121.558091,25.05132,! 南京三民站 金店辦,53 人,松山區
303,台北市-大安區 和平東路三段X號1樓,臺北市大安區虎嘯里1鄰和平東路三段46之2號,121.547798,25.024482,@ 遠企商圈角間20米面寬庭園氛圍店面,78 人,大安區
304,台北市-大安區 大安路一段X號,臺北市大安區光武里17鄰大安路一段2之1號,121.546008,25.044847,S 大安捷運商圈 超級燙金店面,69 人,大安區
305,台北市-大安區 安和路二段X號,臺北市大安區通安里6鄰安和路二段51之1號,121.552583,25.031251,@ 信義安和角間賺錢金店面,70 人,大安區
306,台北市-中正區 羅斯福路一段X號2樓,臺北市中正區新營里3鄰羅斯福路一段1之2號,121.517376,25.034307,:) 羅斯福路大坪數金店面,86 人,中正區
307,台北市-松山區 光復北路X號1樓,臺北市松山區吉祥里27鄰光復北路3之1號,121.55801,25.048635,! 南京光復熱鬧金店面,100 人,松山區
308,台北市-松山區 光復北路X號1樓,臺北市松山區吉祥里27鄰光復北路3之1號,121.55801,25.048635,! 南京光復熱鬧金店面,53 人,松山區
309,台北市-松山區 南京東路五段X號1樓,臺北市松山區吉祥里18鄰南京東路五段2之1號,121.558091,25.05132,! 南京三民站 金店面,95 人,松山區
310,台北市-大同區 重慶北路二段X號,臺北市大同區朝陽里13鄰重慶北路二段20之1號,121.514099,25.054675,N 寧夏夜市圓環大坪數超優黃金店面,96 人,大同區
311,台北市-松山區 八德路三段X號1樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,T 八德人潮商圈 大面寬1+2樓金店面,95 人,松山區
312,台北市-中山區 林森北路X號2樓,臺北市中正區梅花里7鄰林森北路7之1號,121.523746,25.045626,#NAME?,74 人,中山區
313,台北市-大安區 復興南路一段X號1樓,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,S 復興東豐街口優選店面出租,51 人,大安區
314,台北市-大安區 通化街X號1樓,臺北市大安區通化里5鄰通化街17之1號,121.554355,25.031859,* 通化夜市商圈 人潮金店面,83 人,大安區
315,台北市-中山區 民生東路三段X號1樓,臺北市中山區江山里10鄰民生東路三段41之1號,121.539794,25.058057,S 西華飯店後 巷內一流店面,82 人,中山區
316,台北市-中山區 松江路X號1樓,臺北市中山區朱園里21鄰松江路1之1號,121.533131,25.045912,S 松江南京站 大面寬三角窗黃金店面,57 人,中山區
317,台北市-大同區 保安街X號1樓,臺北市大同區民權里13鄰保安街1之12號,121.514358,25.059641,:) 重慶家樂福旁優質三角窗店面,97 人,大同區
318,台北市-萬華區 西寧南路X號5樓,臺北市萬華區福星里6鄰西寧南路6之1號,121.507142,25.047498,:) 西門町大坪數金店面,82 人,萬華區
319,台北市-內湖區 內湖路一段X號2樓,臺北市內湖區西康里4鄰內湖路一段41之1號,121.559115,25.085345,H 西湖捷運站 優質店辦,99 人,內湖區
320,台北市-萬華區 中華路二段X號1樓,臺北市萬華區富福里19鄰中華路二段4之1號,121.505547,25.034076,@   中華路小南門商圈金店面,96 人,萬華區
321,台北市-中山區 中山北路一段X號1樓,臺北市中正區黎明里1鄰中山北路一段6之1號,121.519611,25.046198,S 條通商圈 觀光人潮黃金店面,52 人,中山區
322,台北市-大安區 建國南路二段X號,臺北市大安區龍圖里2鄰建國南路二段3之1號,121.538203,25.033078,:) 大安森林公園金店面,84 人,大安區
323,台北市-大安區 忠孝東路三段X號1樓,臺北市大安區民輝里16鄰忠孝東路三段6之1號,121.53338,25.042029,* 北科大商圈 優質金店面,51 人,大安區
324,台北市-松山區 南京東路三段X號1樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,* 南京復興站商圈 人潮金店面,75 人,松山區
325,台北市-中正區 懷寧街X號,臺北市中正區黎明里10鄰懷寧街7之1號,121.514276,25.046205,* 台大醫院站商圈 優質金店辦,79 人,中正區
326,台北市-萬華區 西藏路X號1樓,臺北市中正區廈安里8鄰西藏路12之1號,121.507581,25.030732,* 超大12米面寬 優質金店面,2 人,萬華區
327,台北市-文山區 羅斯福路五段X號1樓,臺北市文山區萬年里3鄰羅斯福路五段42之1號,121.537596,25.008783,:)  師大分部旁大面寬全空金店面,100 人,文山區
328,台北市-大安區 羅斯福路三段X號,臺北市中正區頂東里6鄰羅斯福路三段2之1號,121.524659,25.023391,S 台電大樓捷運站 人潮黃金店面,83 人,大安區
329,台北市-中山區 中山北路三段X號2樓,臺北市中山區集英里21鄰中山北路三段2之1號,121.521748,25.063948,** 晴光商圈 稀有二樓大坪數店辦,63 人,中山區
330,台北市-松山區 民生東路五段X號,臺北市松山區介壽里12鄰民生東路五段26之1號,121.55643,25.058239,S 近敦化北路＋民生社區 恬靜優質店面,73 人,松山區
331,台北市-中正區 忠孝東路二段X號,臺北市中正區幸市里1鄰忠孝東路二段98之1號,121.530343,25.042799,#NAME?,83 人,中正區
332,台北市-大同區 南京西路X號,臺北市中山區民安里10鄰南京西路1之1號,121.521814,25.052535,H 中山站商圈 人潮金店面,79 人,大同區
333,台北市-松山區 東興路X號1樓,臺北市松山區新聚里26鄰東興路13之1號,121.565534,25.050247,** 家樂福旁 大坪數一樓店辦熱情招租,89 人,松山區
334,台北市-中山區 南京東路三段X號,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,! 南京東路三段大馬路金店面使用空間大,81 人,中山區
335,台北市-松山區 南京東路四段X號1樓,臺北市松山區美仁里11鄰南京東路四段2之1號,121.550928,25.051424,! 南京東路四段三角窗大馬路金店面,98 人,松山區
336,台北市-中山區 松江路X號,臺北市中山區朱園里21鄰松江路1之1號,121.533131,25.045912,S 松江南京捷運 面寬黃金店面,98 人,中山區
337,台北市-大同區 重慶北路二段X號1樓,臺北市大同區朝陽里13鄰重慶北路二段20之1號,121.514099,25.054675,:) 台北圓環人車潮金店面,80 人,大同區
338,台北市-信義區 忠孝東路四段X號1樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,$ 松山文創園區 三角窗優質店面,57 人,信義區
339,台北市-中正區 八德路一段X號1樓,臺北市中正區梅花里12鄰八德路一段1之1號,121.529111,25.04429,@ 光華商場商圈邊間旁七米面寬金店面,54 人,中正區
340,台北市-中山區 民生東路一段X號,臺北市中山區聚盛里9鄰民生東路一段25之10號,121.524731,25.058197,T 林森北商圈 人潮金店,70 人,中山區
341,台北市-中正區 八德路一段X號1樓,臺北市中正區梅花里12鄰八德路一段1之1號,121.529111,25.04429,@ 光華商場商圈邊間旁七米面寬金店面,72 人,中正區
342,台北市-中正區 辛亥路一段X號,臺北市中正區林興里17鄰辛亥路一段1之1號,121.527512,25.018735,S 捷運台電大樓-優質金店面,74 人,中正區
343,台北市-松山區 民生東路五段X號1樓,臺北市松山區介壽里12鄰民生東路五段26之1號,121.55643,25.058239,:) 富錦街金店面,61 人,松山區
344,台北市-松山區 延壽街X號,臺北市松山區新東里8鄰延壽街13之1號,121.568494,25.05737,:) 延壽街大坪數金店面,84 人,松山區
345,台北市-松山區 民生東路三段X號1樓,臺北市中山區江山里10鄰民生東路三段41之1號,121.539794,25.058057,N 西華飯店商圈 展示金店面,56 人,松山區
346,台北市-大安區 敦化南路一段X號1樓,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,@ 東區茶街人潮商圈賺錢金店面,83 人,大安區
347,台北市-大安區 雲和街X號1樓,臺北市大安區古莊里14鄰雲和街2之1號,121.527046,25.023708,** 師大商圈 稀有一樓店辦出租,62 人,大安區
348,台北市-大安區 羅斯福路四段X號1樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,@ 百老匯商圈邊間旁車流量大雙店面,52 人,大安區
349,台北市-中山區 中山北路二段X號1樓,臺北市中山區民安里10鄰中山北路二段4之2號,121.522373,25.052663,S 國賓飯店商圈 大面寬人潮金店,93 人,中山區
350,台北市-大安區 忠孝東路四段X號,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,#NAME?,71 人,大安區
351,台北市-士林區 安平街X號,臺北市士林區仁勇里5鄰安平街11之1號,121.525444,25.088439,T 士林夜市商圈 賺錢金店面,73 人,士林區
352,台北市-士林區 安平街X號,臺北市士林區仁勇里5鄰安平街11之1號,121.525444,25.088439,T 士林夜市商圈 賺錢金店面,59 人,士林區
353,台北市-大同區 民生西路X號1樓,臺北市中山區集英里1鄰民生西路15之1號,121.521516,25.057894,S 大稻埕碼頭 車潮人潮不斷黃金店面,69 人,大同區
354,台北市-信義區 松山路X號,臺北市信義區四育里4鄰松山路136之1號,121.577392,25.047274,:) 永春捷運站三角窗金店面,58 人,信義區
355,台北市-大安區 基隆路二段X號1樓,臺北市信義區景聯里1鄰基隆路二段13之1號,121.559289,25.032233,:) 六張犁捷運站人潮金店面,97 人,大安區
356,台北市-松山區 八德路三段X號1樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,S 正八德路賺錢金店面,92 人,松山區
357,台北市-中山區 南京東路二段X號1樓,臺北市中山區中原里2鄰南京東路二段7之1號,121.528271,25.052291,! 南京東路二段大馬路純一樓金店面,74 人,中山區
358,台北市-中正區 羅斯福路四段X號1樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,@  公館商圈鬧市黃金店面,86 人,中正區
359,台北市-中山區 民生東路三段X號B1樓,臺北市中山區江山里10鄰民生東路三段41之1號,121.539794,25.058057,:) 民生東路優質金店辦,74 人,中山區
360,台北市-大同區 南京西路X號,臺北市中山區民安里10鄰南京西路1之1號,121.521814,25.052535,:) 南西商圈熱鬧金店面,51 人,大同區
361,台北市-松山區 南京東路三段X號13樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,% 微風百貨南東館店面,73 人,松山區
362,台北市-松山區 南京東路三段X號12樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,% 微風百貨南東館店面,94 人,松山區
363,台北市-松山區 南京東路三段X號10樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,% 微風百貨 南東館店面,63 人,松山區
364,台北市-中山區 松江路X號1樓,臺北市中山區朱園里21鄰松江路1之1號,121.533131,25.045912,% 松江路三角窗金店面,98 人,中山區
365,台北市-大安區 麗水街X號2樓,臺北市大安區永康里4鄰麗水街1之2號,121.529084,25.032495,@ 東門捷運永康商圈2、3樓黃金店面,85 人,大安區
366,台北市-中山區 長春路X號,臺北市中山區康樂里6鄰長春路14之1號,121.52359,25.054858,& 長春龍江 人潮車潮聚集金店面,93 人,中山區
367,台北市-大安區 大安路二段X號1樓,臺北市大安區住安里9鄰大安路二段86之1號,121.545957,25.031498,& 安和路商圈 挑高金店面,72 人,大安區
368,台北市-松山區 復興北路X號1樓,臺北市松山區中正里14鄰復興北路15之1號,121.544268,25.048715,& 長安復興商圈 賺錢金店面,93 人,松山區
369,台北市-中山區 林森北路X號B1樓,臺北市中正區梅花里7鄰林森北路7之1號,121.523746,25.045626,% 林森北路B1金店面,75 人,中山區
370,台北市-大同區 昌吉街110巷X號1樓,臺北市大同區蓬萊里19鄰昌吉街110巷1號,121.514825,25.065671,★大橋頭捷運站旁 昌吉街金店面+地下室★,75 人,大同區
371,台北市-大同區 重慶北路一段26巷X號1樓,臺北市大同區建功里17鄰重慶北路一段26巷26號,121.51297,25.050552,★後車站巷內一樓精華金店面.免整理,98 人,大同區
372,台北市-大同區 重慶北路三段257巷X號1樓,臺北市大同區至聖里23鄰重慶北路三段257巷1號,121.514217,25.071651,★重慶北路三段巷內一樓辦公.倉庫.可停車,57 人,大同區
373,台北市-士林區 劍潭路X號1樓,臺北市士林區承德里19鄰劍潭路2之1號,121.524378,25.08385,★近劍潭捷運站一樓店面.門面?.適零售業,68 人,士林區
374,台北市-萬華區 東園街X號1樓,臺北市萬華區忠德里1鄰東園街16之1號,121.495606,25.027591,★東園國小 路邊1+2樓金店辦 誠可議★,69 人,萬華區
375,台北市-大安區 浦城街13巷X號1樓,臺北市大安區古莊里12鄰浦城街13巷3之1號,121.527224,25.024583,★師大夜市商圈旁★浦城街正巷口燙金店面★,77 人,大安區
376,台北市-文山區 羅斯福路五段X號1樓,臺北市文山區萬年里3鄰羅斯福路五段42之1號,121.537596,25.008783,$ 萬隆商圈--超值金店面,74 人,文山區
377,台北市-中正區 杭州南路一段X號,臺北市中正區幸福里8鄰杭州南路一段8之1號,121.526546,25.043273,# 杭州南路商圈 賺錢金店面,66 人,中正區
378,台北市-中正區 汀州路二段X號1樓,臺北市中正區螢圃里7鄰汀州路二段66之1號,121.518434,25.025074,& 汀州路商圈  大門面適百業賺錢金店面,85 人,中正區
379,台北市-中正區 青島東路X號1樓,臺北市中正區幸福里1鄰青島東路1之3號,121.521123,25.044196,% 善導寺捷運站金店面,65 人,中正區
380,台北市-中山區 林森北路X號1樓,臺北市中正區梅花里7鄰林森北路7之1號,121.523746,25.045626,# 林森北路商區 賺錢金店面,93 人,中山區
381,台北市-中山區 復興北路X號,臺北市松山區中正里14鄰復興北路15之1號,121.544268,25.048715,:)南京復興站商圈   人潮金店面,80 人,中山區
382,台北市-松山區 南京東路五段X號3樓,臺北市松山區吉祥里18鄰南京東路五段2之1號,121.558091,25.05132,:)南京三民站  三角窗超值優店辦,64 人,松山區
383,台北市-中山區 林森北路X號2樓,臺北市中正區梅花里7鄰林森北路7之1號,121.523746,25.045626,# 林森北路商區 賺錢金店面,87 人,中山區
384,台北市-松山區 南京東路四段X號,臺北市松山區美仁里11鄰南京東路四段2之1號,121.550928,25.051424,:)南京東+光復北商圈   面寬人潮金店,79 人,松山區
385,台北市-松山區 光復北路X號B2樓,臺北市松山區吉祥里27鄰光復北路3之1號,121.55801,25.048635,:) 大型健身房出租 附泳池spa等設備,82 人,松山區
386,台北市-松山區 南京東路四段X號,臺北市松山區美仁里11鄰南京東路四段2之1號,121.550928,25.051424,:)南京東+光復北商圈   面寬人潮金店,79 人,松山區
387,台北市-士林區 大東路X號1樓,臺北市士林區仁勇里4鄰大東路2之1號,121.525404,25.087005,% 士林夜市金店面,58 人,士林區
388,台北市-信義區 忠孝東路四段X號B1樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,:) 市府捷運商圈  超值金店面,70 人,信義區
389,台北市-信義區 忠孝東路五段X號1樓,臺北市信義區興雅里1鄰忠孝東路五段1之10號,121.565242,25.041292,:) 永春捷運站 優質店面,82 人,信義區
390,台北市-信義區 光復南路X號,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,:)光復南路商圈  面寬人潮金店,86 人,信義區
391,台北市-信義區 信義路六段X號,臺北市信義區安康里14鄰信義路六段19之1號,121.575494,25.034424,& 象山捷運 方正金店面,82 人,信義區
392,台北市-大安區 延吉街X號,臺北市松山區吉仁里4鄰延吉街2之1號,121.553298,25.047912,& 延吉街人潮 金店面,94 人,大安區
393,台北市-大安區 羅斯福路二段X號,臺北市中正區新營里15鄰羅斯福路二段7之1號,121.521164,25.029148,&  古亭捷運站商圈,98 人,大安區
394,台北市-大安區 安和路一段X號,臺北市大安區建倫里3鄰安和路一段29之1號,121.550678,25.039158,:)信義安和捷運商圈  人潮金店面,81 人,大安區
395,台北市-大安區 忠孝東路四段223巷X號,臺北市大安區建安里20鄰忠孝東路四段223巷5之1號,121.552883,25.041847,# 忠孝東路 黃金店面  含地下室,83 人,大安區
396,台北市-大安區 光復南路X號1樓,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,%  光復南路透天店面,58 人,大安區
397,台北市-大安區 建國南路二段X號,臺北市大安區龍圖里2鄰建國南路二段3之1號,121.538203,25.033078,:)大安森林公園商圈  邊間人潮金店,87 人,大安區
398,台北市-大安區 忠孝東路四段X號1樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,:) 東區ZARA商圈 超級賺錢金店面,60 人,大安區
399,台北市-大安區 復興南路一段X號,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,:)忠孝復興站 A級人潮金店,97 人,大安區
400,台北市-大安區 復興南路一段X號,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,:)忠孝復興站 A級人潮金店,89 人,大安區
401,台北市-大安區 信義路四段X號,臺北市大安區仁慈里3鄰信義路四段1之10號,121.544127,25.033562,:)信義安和站商圈   人潮金店,82 人,大安區
402,台北市-士林區 中正路X號1樓,臺北市士林區福志里18鄰中正路116之1號,121.52906,25.096419,:)士林捷運站商圈   A級人潮金店,61 人,士林區
403,台北市-信義區 信義路六段X號,臺北市信義區安康里14鄰信義路六段19之1號,121.575494,25.034424,A 信義路6段 黃金三角店面,71 人,信義區
404,台北市-信義區 松仁路X號,臺北市信義區安康里8鄰松仁路7之1號,121.569086,25.038251,N  信義區A級店面,71 人,信義區
405,台北市-中正區 八德路一段X號2+3樓,臺北市中正區梅花里12鄰八德路一段1之1號,121.529111,25.04429,$ 光華商場商圈-熱鬧金店面,55 人,中正區
406,台北市-大安區 忠孝東路四段X號8樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,$ 明礎妘f商圈--搶手金店辦,55 人,大安區
407,台北市-北投區 石牌路二段X號,臺北市北投區永明里2鄰石牌路二段31之1號,121.515575,25.116009,H  石牌路雙門牌優質店面,73 人,北投區
408,台北市-內湖區 成功路五段X號3樓,臺北市內湖區金湖里8鄰成功路五段55之1號,121.606241,25.074329,$ 葫洲站捷運商圈--三樓店辦,98 人,內湖區
409,台北市-中山區 中山北路一段X號1樓,臺北市中正區黎明里1鄰中山北路一段6之1號,121.519611,25.046198,$ 台北車站商圈--巷內面寬金店面,76 人,中山區
410,台北市-中正區 南昌路二段X號,臺北市中正區南福里11鄰南昌路二段4之1號,121.519374,25.028204,:)南昌街商圈   人潮金店面,97 人,中正區
411,台北市-松山區 復興南路一段X號1樓,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,$ 復興微風商圈--人潮金店面,92 人,松山區
412,台北市-大安區 新生南路一段X號1樓,臺北市中正區梅花里13鄰新生南路一段6之10號,121.532475,25.043796,:)新生南+建國南商圈  質感金店辦,90 人,大安區
413,台北市-大安區 仁愛路四段X號,臺北市大安區仁愛里5鄰仁愛路四段25之1號,121.544882,25.038231,:)明星商圈 人潮金店,77 人,大安區
414,台北市-大安區 延吉街X號1樓,臺北市松山區吉仁里4鄰延吉街2之1號,121.553298,25.047912,& 延吉街  格局方正賺錢金店面,52 人,大安區
415,台北市-信義區 松隆路X號1樓,臺北市信義區敦厚里5鄰松隆路1之1號,121.566401,25.043553,& 松山站 五分埔商圈 大面寬一樓店辦,96 人,信義區
416,台北市-中山區 大直街X號1樓,臺北市中山區大直里31鄰大直街1之5號,121.546868,25.080423,H  國防部大樓旁 人潮搶錢金店,94 人,中山區
417,台北市-士林區 文林路X號,臺北市士林區仁勇里1鄰文林路32之1號,121.525764,25.086654,H文林v中正路口 金店面,68 人,士林區
418,台北市-大安區 復興南路二段X號,臺北市大安區住安里1鄰復興南路二段11之1號,121.543792,25.032595,@K科技大樓捷運站 8米大面寬金店面,90 人,大安區
419,台北市-大安區 敦化南路一段X號,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,H東區ZARA商圈 10米大面寬,99 人,大安區
420,台北市-大同區 民生西路X號,臺北市中山區集英里1鄰民生西路15之1號,121.521516,25.057894,H捷運雙連站 金店面   馬偕醫院,67 人,大同區
421,台北市-大安區 忠孝東路四段X號,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,H商圈金店面,57 人,大安區
422,台北市-松山區 南京東路四段X號1樓,臺北市松山區美仁里11鄰南京東路四段2之1號,121.550928,25.051424,@a小巨蛋捷運站 頂級黃金三角窗店面,62 人,松山區
423,台北市-松山區 民生東路三段113巷X號,臺北市松山區民有里8鄰民生東路三段113巷12之1號,121.546117,25.059831,@@ 西華後巷知名餐\\\廳街,90 人,松山區
424,台北市-大安區 東豐街X號,臺北市大安區仁慈里14鄰東豐街7之1號,121.544202,25.036159,@@東豐街大安路名廚店面,66 人,大安區
425,台北市-中正區 南昌路二段X號,臺北市中正區南福里11鄰南昌路二段4之1號,121.519374,25.028204,@** 古亭捷運  大面寬 挑高金店面,57 人,中正區
426,台北市-中正區 重慶南路一段X號3樓,臺北市中正區黎明里5鄰重慶南路一段1之1號,121.513383,25.046698,@K站前 超搶手 面寬 3F金店面,66 人,中正區
427,台北市-萬華區 德昌街00巷X號1-1樓,臺北市萬華區全德里11鄰德昌街94巷1號,121.497679,25.024817,B18655龍山捷運萬華火車站超值cp值,78 人,萬華區
428,台北市-信義區 吳興街156巷16弄X號1樓,臺北市信義區景勤里6鄰吳興街156巷16弄1號,121.560966,25.028783,編號:B18476-2XB28,83 人,信義區
429,台北市-大安區 復興南路二段X號,臺北市大安區住安里1鄰復興南路二段11之1號,121.543792,25.032595,@科技大樓捷運  搶手金店面,81 人,大安區
430,台北市-內湖區 成功路四段X號,臺北市內湖區內湖里13鄰成功路四段2之1號,121.59081,25.08092,**湖光市場 5米寬金店面,88 人,內湖區
431,台北市-中山區 長安東路二段X號1樓,臺北市中山區興亞里11鄰長安東路二段6之1號,121.530307,25.048402,@**長安松江  商辦人潮集中,80 人,中山區
432,台北市-信義區 莊敬路X號,臺北市信義區景聯里13鄰莊敬路190之1號,121.561134,25.030699,**世貿大面寬金店面**,70 人,信義區
433,台北市-萬華區 峨嵋街X號,Incorrect syntax near 'WHERE'.,,,@a 西門商圈 優質店辦,69 人,萬華區
434,台北市-大安區 復興南路二段X號1樓,臺北市大安區住安里1鄰復興南路二段11之1號,121.543792,25.032595,@ 科技大樓捷運  漂亮金店面,87 人,大安區
435,台北市-中山區 復興北路X號,臺北市松山區中正里14鄰復興北路15之1號,121.544268,25.048715,@K 敦北商圈，有質感.上班族多,55 人,中山區
436,台北市-大安區 延吉街X號,臺北市松山區吉仁里4鄰延吉街2之1號,121.553298,25.047912,S 東區賺錢金店面,87 人,大安區
